full_text,sentimen,detokenize_text
@ToniSugiri @Dennysiregar7 Klo diteken berarti harus memasukkan IKN dlm prioritas dan gelontorkan duit sedangkan anggaran cekak dan janji2 kampanye dia bisa kbawa seret klo ga diteken bisa buying time lah paling jg Mulyono yg manyun,Negatif,teken arti masuk ikn prioritas gelontor duit anggar cekak janji kampanye kbawa seret teken buying time mulyono manyun
@jondhez Apa kabar IKN? Aa labar kereta cepat??,Negatif,kabar ikn labar kereta cepat
@DjolaFix isyu IKN sdh selesai di rupiahkan oleh si dia yang namanya dah males untuk diketik Sekarang jamannya pengalihan isyu dengan hal2 baru tapi lama. Yang penting HEBOH YAH BU @are_inismyname YAH (((Kampanyeeeee terusss))),Negatif,isyu ikn selesai rupiah nama males ketik jaman alih isyu heboh yah yah kampanyeeeee terusss
Tindak Lanjut Pemerintahan Prabowo Pada Hasil Pemeriksaan BPK di Proyek IKN https://t.co/kLVTBFMCWo https://t.co/zRChYlZMyu,Positif,tindak perintah prabowo hasil periksa bpk proyek ikn
#Bisnis Duh! Menteri PU Sebut Pembangunan IKN Nggak bakal Segaspol Dulu Ada Apa? https://t.co/yu3QMZNKHI,Negatif,bisnis duh menteri bangun ikn segaspol
@hanmula Masih mending cuma tom yg masuk coba kalo abah yg menang bisa jadi ikn berubah fungsi jadi penjara,Negatif,mending tom masuk coba abah menang ikn ubah fungsi penjara
@KompasTV Bikin IKN itu kebijakan yg salah. Brrti Kejaksaan wajib Tersangkakan pak Jkw,Negatif,bikin ikn bijak salah arti jaksa wajib sangka jkw
Lah si @jokowi jelas-jelas merugikan negara dengan bikin IKN ngga sesuai rencana awal kok ngga ditangkep? Tangkep juga lah,Negatif,rugi negara bikin ikn sesuai rencana ditangkep tangkep
@AyamSegar3 @are_inismyname @Ndons_Back @99propaganda @BANGSAygSUJUD @Kimberley_PS08 @IrawanRommi @florieliciouss @DarekaRendy @DedynurPalakka @adri_7i @temanduit Ah kalo itu sih dia jawab diplomatis khas Jikowisme Yam. Biar aparat hukum bekerja Getoooo..,Negatif,diplomatis khas jikowisme yam biar aparat hukum kerja getoooo
Kata Pejabat PU Soal Alasan Prabowo Ogah Kebut Pembangunan IKN https://t.co/wPQsnSqZld,Negatif,jabat alas prabowo ogah kebut bangun ikn
Kejagung Tetapkan Tom Lembong Tersangka Impor Gula Beberapa Kali Beda Pendapat dengan Bahlil Soal Hilirisasi dan IKN https://t.co/cub2jMpmDz #TempoBisnis,Negatif,jagung tom lembong sangka impor gula kali beda bahlil hilir ikn tempobisnis
@detikcom @detik_properti Lah dia kan yag kongkow di IKN bareng pengembang2 menteri yang disusupkan ke kabinet tidak ada makan siang gratis,Negatif,yag kongkow ikn bareng kembang menteri susup kabinet makan siang gratis
IKN Nusantara Era Baru Kemajuan Bangsa Indonesia https://t.co/wcRIRO0lFi,Positif,ikn nusantara era maju bangsa indonesia
@WagimanDeep212_ Itu jakarta apa IKN ?,Positif,jakarta ikn
@blisonny Investasi IKN udah ada yg masuk njing? Kkwkkwkw..buzeer dongo,Negatif,investasi ikn masuk njing kkwkkwkw buzeer dongo
BPK Temukan Masalah di Proyek IKN Kementerian PU Dapat 51 Rekomendasi @my https://t.co/K0pU2IKN3h,Negatif,bpk temu proyek ikn menteri rekomendasi
Kondisi IKN Terkini Vibes spt di luar negeri Mana bajer lobet sm anak abah yg koar2 mangkrak ?? Plgi skrg pa basuki fokus jd kepala Badan otorita IKN 🇮🇩 https://t.co/AkmL0gplrv,Negatif,kondisi ikn vibes negeri bajer lobet anak abah koar mangkrak plgi basuki fokus kepala badan otorita ikn
@Intel_Imut IKN bakalan jadi Kota mati berapa kerugian negara?,Negatif,ikn kota mati rugi negara
Presiden Prabowo berkomitmen untuk membangunan IKN yg tidak sekadar memindahkan pusat pemerintahan tetapi juga merancang masa depan Indonesia dengan menjadikan IKN sebagai kota modern ramah lingkungan dan nyaman huni. ___ Agus Wulan Guritno Bahlil Pertamax #jakartabo Nasi https://t.co/orTzOsGYNO,Positif,presiden prabowo komitmen bangun ikn pindah pusat perintah rancang indonesia ikn kota modern ramah lingkung nyaman huni agus wulan guritno bahlil pertamax jakartabo nasi
@BosPurwa Di IKN belum ada SD SMP SMA mau bagi² buku dan susu dimana? Kapabilitas Wapres ini sebatas itu..,Negatif,ikn smp sma buku susu kapabilitas wapres batas
@BosPurwa Fix IKN Mangkrak dan Jokodok Bajitol Lepas tangan Ga Mau Tanggung jawab&amp,Negatif,fix ikn mangkrak jokodok bajitol lepas tangan tanggung
Holy shit rajjah IKN is here,Negatif,holy shit rajjah ikn here
@RajaJuliAntoni Jualnya ikn gmna bro? Laku?,Negatif,jual ikn gmna bro laku
@Opposite6888 Siapa bilang 1 VS 15?? Memang Anies itu Siapa??Pramono itu Siapa? kalau KIM mau bisa saja Semuanya diambil tanpa tersisa Ibu Kota Ind nantinya bukan Dki Jakarta ttp IKN. artinya siapa yg menjadi Gubernur disana yg akan menjadi Calon Presiden,Negatif,bilang anies pramono kim ambil sisa kota ind dki jakarta ttp ikn arti gubernur calon presiden
@OposisiCerdas IKN gmn?,Negatif,ikn gmn
IKN menjadi simbol transformasi besar bangsa menuju masa depan yang lebih berkelanjutan. Di bawah kepemimpinan Presiden Prabowo pemerintah berkomitmen menjadikan IKN sebagai kota modern ramah lingkungan dan nyaman huni. ___ Agus Wulan Guritno Bahlil Pertamax #jakartabo Nasi https://t.co/Cd00PuPWEm,Positif,ikn simbol transformasi bangsa tuju pimpin presiden prabowo perintah komitmen ikn kota modern ramah lingkung nyaman huni agus wulan guritno bahlil pertamax jakartabo nasi
IKN tak sekadar memindahkan pusat pemerintahan tetapi juga merancang masa depan Indonesia dengan mengintegrasikan teknologi canggih dan budaya lokal.,Positif,ikn pindah pusat perintah rancang indonesia integrasi teknologi canggih budaya lokal
IKN adalah visi besar bangsa ini. Kita dukung pemerintahan.. Lanjutkan Pak🇮🇩 Di bawah kepemimpinan Presiden Prabowo pemerintah berkomitmen menjadikan IKN sebagai kota modern ramah lingkungan dan nyaman huni. _ Agus Wulan Guritno Bahlil Pertamax #jakartabo Nasi https://t.co/Q2USqk78ex,Positif,ikn visi bangsa dukung perintah pimpin presiden prabowo perintah komitmen ikn kota modern ramah lingkung nyaman huni agus wulan guritno bahlil pertamax jakartabo nasi
@SumitroYoel Uang punya banyak dia. Banyak yang ngasih upeti ke dia karena dah dilancarkan urusannya. Liat aja 9 naga kemarin disuruh kumpul ke IKN aja mau trus ditagih bangun ini itu pasti nyetor upeti gede juga. Tambah pilkada kemarin banyak yang menang,Negatif,uang ngasih upeti lancar urus liat naga kemarin suruh kumpul ikn trus tagih bangun nyetor upeti gede pilkada kemarin menang
ooh tentu saja akan kuminta dia untuk memimpin pembangunan IKN,Positif,ooh pimpin bangun ikn
Jadinya kapan pindah? @ikn_id @prabowo 🇮🇩 kalau nggak pindah2 #mangkrak pak @kemendagri 🇮🇩,Negatif,pindah pindah mangkrak
@kompascom Banyak laporan Tlp dari CaKeDa menagih janji kpn di pindah ke IKN,Negatif,lapor tlp cakeda tagih janji pindah ikn
@BosPurwa @gibran_tweet lapor boss berkantor di IKN aja..,Positif,lapor boss kantor ikn
@PenjagalParpol_ @JaeKodok Apa kabar #IKN? #PolisiAdalahMaut #PolisiAdalahMaut,Negatif,kabar ikn polisiadalahmaut polisiadalahmaut
@pakmul63 cuma balas jasa ngasih tanah di ikn,Negatif,balas jasa ngasih tanah ikn
@MillaakhS45940 @democrazymedia saya setuju pemikiran anda...IKN adalah kota yg dibangun oleh mulyono utk mereka china2 bakalan pindah semua ke Kalimatan spt gerakan zionisme...,Negatif,tuju pikir ikn kota bangun mulyono china pindah kalimat gera zionisme
@adrieutama @footballinanews Ya kan yg mau bangun maunya stadion di IKN bang. Bukan di daerah lain,Negatif,bangun stadion ikn bang daerah
@niwseir ini makanya banyak crazy rich di Kalimantan ga suka ama IKN. Yang gini2 bakal kena radar pemerintah kalau pemerintahan ud di Kalimantan. Dan mereka bakal bersaing dengan orang2 baru dan yang lebih pintar.,Negatif,crazy rich kalimantan suka ama ikn gin kena radar perintah perintah kalimantan saing orang pintar
@detikcom Jangankan turun jadi 10rb jadi 5rb juga bodo amat siapa yg mau protes.. dongengan pilpres.. segala bikin 3 juta rumah..import sapi..impor gula..impor susu..IKN..pajak naikin 20% lah PPN PPH PBB BPHTB PKB Bea Cukai jgn tanggung2.. gawsah sungkan.,Negatif,turun bodo protes dongeng pilpres bikin juta rumah import sapi impor gula impor susu ikn pajak naikin ppn pph pbb bphtb pkb bea cukai tanggung gawsah sungkan
@widamilan @footballinanews @TimnasIndonesia @erickthohir @AryaSinulingga @PSSI Udah ada bandara bro di ikn mungkin tetep tanding di gbk,Positif,bandara bro ikn tanding gbk
@PaltiWest2024 Katanya mau ke IKN... ngapain jga ngurusin Jakarta..,Negatif,ikn ngapain jga ngurusin jakarta
@kekecilann sini main ke ikn,Positif,main ikn
@BosPurwa Kraken Ikn Oslok ngalahin Gurita Hambalang,Negatif,kraken ikn oslok ngalahin gurita hambalang
@PaltiWest2024 Lagaknya mulyono....ngobrol ma rk mo didapuk buat Jkt 1 sgala dibawa ke ikn. Ga taunya Boncos.,Negatif,lagak mulyono ngobrol didapuk jkt sgala bawa ikn tau boncos
@saiajapokonya Wah baru tau ni ikn,Positif,ikn
@widamilan @footballinanews @TimnasIndonesia @erickthohir @AryaSinulingga @PSSI Apakah di IKN ga ada niatan bikin stadion skalian sama kantor Pssi kek atau kantor fifa sekalian,Negatif,ikn niat bikin stadion skalian kantor pssi kek kantor fifa
@cnbcindonesia Dampaknya justru nambah biaya contoh jalan tol bandara kalau IKN emang dibuat utk tempat pariwisata...,Negatif,dampak nambah biaya contoh jalan tol bandara ikn pariwisata
Kasus yang membuat nama Azis Syamsuddin dicokok KPK. Ternyata akar 2024 ini selain IKN juga dari Sambo (2022) dan artikel di sini (2021). Logis-logis sekarang.,Negatif,nama azis syamsuddin cokok kpk nyata akar ikn sambo artikel logis logis
Kyknya baru ini setelah prabowo dilantik gua liat berita IKN lagi,Positif,kyknya prabowo lantik liat berita ikn
@MardaniAliSera Itulah kenapa mulyono ingin cepet2 pindah dari jakarta ke IKN Jakarta adalah cerminan negara yg multi etnis dan orang2nya rasionalis susah untuk dikendalikan... makanya setiap ada masalah nasional yg memicu gejolak.. pasti ada aja acara mu,Negatif,mulyono cepet pindah jakarta ikn jakarta cermin negara multi etnis orang nya rasionalis susah kendali nasional picu gejolak acara
Awokawokawok.... Pak @jokowi @gibran_tweet ndak ke IKN lagi? Sidah capek ya?,Negatif,awokawokawok ikn sidah capek
@BosPurwa Kambing Hitam nya udah di kirim ke IKN pak Mul biar jd sasaran empuk skln bls dendam ke PeDeIPe.,Negatif,kambing hitam nya kirim ikn mul biar sasar empuk bls dendam pedeipe
@ekowboy2 Biar mereka berdua tinggal di IKN saja,Negatif,biar tinggal ikn
@detikcom Pinjaman dari China pas2an untuk anak2 sekolah... Karena China sudah lama tau KORUPSI2 sudah jadi budaya di Indonesia... Devisa habis.. Di pake Jokowi di IKN. Sekarang mungkin mangkrak.,Negatif,pinjam china pas anak sekolah china korupsi budaya indonesia devisa habis pake jokowi ikn mangkrak
@melo_dyyxs Kapan tugas di IKN kak?,Positif,tugas ikn kak
Kunjungan Prabowo ke UAE Juga Bahas Soal Investasi di IKN | Liputan 6 https://t.co/ijcedAGIx7 lewat @YouTube,Positif,kunjung prabowo uae bahas investasi ikn liput
@iblis_istana @Dennysiregar7 Jujur.. sekarang.. jakarta itu.. pendapat saya gak ada guna .. IKN yang perlu....,Positif,jujur jakarta ikn
@footballinanews Seharusnya dicoba Timmas waktu main Home disini (IKN) dan penonton yg membeli tiket dapat gratis transportasi pp juga shg sekalian promosi IKN tsb 🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨,Positif,coba timmas main home ikn tonton beli tiket gratis transportasi shg promosi ikn tsb
Lagi Investor Rusia Tertarik Masuk IKN https://t.co/RHztCKIN55 lewat @YouTube,Positif,investor rusia tarik masuk ikn
@pandji Minimal goodie bag nya pake foto gedung IKN lah jii ya gak,Negatif,minimal goodie bag nya pake foto gedung ikn jii
Hari ini sharing Aurubindo city sama Bapak. Biar doi penasaran dan ada yg ditonton di youtube gak cuma nonton update IKN,Negatif,sharing aurubindo city biar doi penasaran tonton youtube nonton update ikn
@alisyarief kalau presiden gemoy @prabowo @Gerindra berani melawan mentor jg gurunya sndr eks presiden incapable @jokowi tinggal dibatalin saja status PSN yg diterima oleh PIK jg BSD. shg ke dua developer tsb cabut investasinya di IKN yg merupahkan tukar,Negatif,presiden gemoy berani lawan mentor guru sndr eks presiden incapable tinggal dibatalin status psn terima pik bsd shg developer tsb cabut investasi ikn merupahkan tukar
@BosPurwa IKN mangkrak..jokowi antemi,Negatif,ikn mangkrak jokowi antem
@BosPurwa Pindahin aja ASN kesana. Oprec. Temen2 gue bnyak yg mau ke ikn noh biar idup kotanya. Babat aja sarpras bobrok juga ntar juga terpenuhi sendiri. Udh keluar UU juga nanggung banget kerja,Positif,pindahin asn kesana oprec temen bnyak ikn noh biar idup kota babat sarpras bobrok ntar penuh nanggung kerja
@adrieutama @footballinanews Kan mau bangun stadion juga di ikn,Positif,bangun stadion ikn
@tham878 Tolong anda jadi penghuni pertama IKN,Positif,huni ikn
@BosPurwa IKN proyek pencitraan yg gagal sekarang malah lebih merendahkan diri nya cawe2 pilkada gak ada sebelumnya mantan presiden yg kelakuannya seperti di mulyono,Negatif,ikn proyek citra gagal rendah nya cawe pilkada mantan presiden laku mulyono
Tunggu hingga betulan distop. PSN PIK itu bukan sekedar proyek sesuai selera tapi ada perjanjian tukar guling jasa Aguan di IKN.,Negatif,tunggu stop psn pik dar proyek sesuai selera janji tukar guling jasa aguan ikn
@JhonSitorus_18 Akibat terlalu memaksakan diri sm spt MULYONO maksa utk IKN akhirnya ya spt ini galau dgn sndri nya. Mau dibatalin takut kemakan omongan sndri OMON - OMON itulah akibat ambisi utk menang,Negatif,akibat paksa mulyono maksa ikn galau sndri nya dibatalin takut makan omong sndri omong omong akibat ambisi menang
@BosPurwa @Lembayung071 bilangin @gibran_tweet Ikn sering2 tengok takut mangkrak,Negatif,bilangin ikn tengok takut mangkrak
@CNNIndonesia ya udh pasti ribut kan aguan ada deal2an dgn Mulyono mengenai IKN,Negatif,ribut aguan deal mulyono kena ikn
@BosPurwa Apakah sudah ada biro perjalanan yg buka program Tour relijiyes ke Candi IKN tempat ritual berkumpulnya tanah dan air se Nusantara sekaligus tempat Jin buang anak?,Negatif,biro jalan buka program tour relijiyes candi ikn ritual kumpul tanah air nusantara jin buang anak
@AdindaZahrany07 Pak @prabowo mending wapres nya suruh berkantor dan tinggal di IKN saja,Negatif,mending wapres nya suruh kantor tinggal ikn
@RKianSantang99 @BosPurwa @ridwankamil Kepala otorita udah ada mulyononya tapi ini basuki hadi mulyono RK tetep jadi kurator IKN sesuai bidangnya arsitek,Positif,kepala otorita mulyononya basuki had mulyono kurator ikn sesuai bidang arsitek
Orang klo bangun rumah sempet aja nyisain bagian bangunan yang belum selesai ke depannya akan susah diselesaikan.. ada aja duit ke pake ini lah itu lah sibuk mikirin yang lain. Keknya itu yg bakal terjadi utk IKN,Negatif,orang bangun rumah sempet nyisain bangun selesai susah selesai duit pake sibuk mikirin kek ikn
@ilhampurnama887 Itu paku emas yg di ikn cabut dulu bro kalo mau maju dikit,Negatif,paku emas ikn cabut bro maju dikit
Manuver mem pensiunkan Rk . Cukup jadi kurator IKN aja sesuai keahlian dan prestasi nya.,Negatif,manuver mem pensiun kurator ikn sesuai ahli prestasi nya
Meski Kereta tanpa Rel di IKN Kaltim Gagal Berfungsi Otonom Bina Marga tak akan Ubah Desain Jalan https://t.co/i9zbahBcdO lewat @tribunkaltim,Negatif,kereta rel ikn kaltim gagal fungsi otonom bina marga ubah desain jalan
@cnbcindonesia Yg jelasnya 10 tahun pengeluaran ugal-ugalan di tambah ambisi IKN yg tidak terlalu penting amat sekarang mulai berefek,Negatif,ugal ugalan ambisi ikn efek
@Aaazzzz17318787 @mogotigi @introtojae @Dynessy2 @lathiuz @schondels @neohistoria_id biarin bang nyatanya blm ada pembahasan IKN kreta jalan aja mangkrak wkwkw gajadi dipakek,Negatif,biarin bang nyata bahas ikn kreta jalan mangkrak wkwkw gajadi dipakek
@V3g3L sesuatu yg sederhana dibuat rumit oleh KA...sungguh diluar akal sehat.. knp niat jahat MULYONO memporak porandakan tatanan negara - berbangsa ... mengobral sewa tanah² di IKN 190 th .. memberi PSN ke PIK2 tdk masuk kedalam NIAT JAHAT..?????,Negatif,sederhana rumit sungguh akal sehat niat jahat mulyono memporak porandakan tatanan negara bangsa obral sewa tanah ikn psn pik masuk niat jahat
@Bambangmulyonoo Ibu kok lupa ga nyebutin IKN yg sukses besar sih?,Positif,lupa nyebutin ikn sukses
@OposisiCerdas RK sebaiknya langsung dilantik saja utk jadi gub.IKN dan menyelsaikannya dlm waktu singkat dan murah....katanya.,Positif,langsung lantik gub ikn menyelsaikannya singkat murah
@BosPurwa Penting ngurusin anak kelaparan drpd IKN. https://t.co/oFcZNOl6ss,Negatif,ngurusin anak lapar ikn
@999L0ki Pasti banget tapi emang mau ngelamar kerja di ikn bree,Positif,ngelamar kerja ikn bree
@tham878 hahaha baru kmrin liat postingan kakak dan abg ipar di IKN iri euy... aslinya malah lbh keren lg katanya. tp ya ini gabaik digaungkan keras2 ada secuil netizen yg sungguh berharap proyek nasional ini gagal,Positif,hahaha kemarin liat postingan kakak abg ipar ikn iri euy asli keren gabaik gaung keras cuil netizen sungguh harap proyek nasional gagal
@tham878 Kok ngurus pilkada jakarta si kenapa gk ngurus yg di ikn aja katanya mau pindah ikn wkwk,Negatif,ngurus pilkada jakarta ngurus ikn pindah ikn wkwk
@ekowboy2 Kemungkinan gantikan pak Basuki Kepala IKN,Positif,ganti basuki kepala ikn
@tklvcm12 Hahaha konseran d ikn,Negatif,hahaha konser ikn
20. Perayaan HUT RI ke-79 di IKN menunjukkan bahwa ibu kota baru ini menjadi simbol kemajuan bangsa.,Positif,raya hut ikn kota simbol maju bangsa
@realfedinuril @pongrekundharma Setengahnya merantau ke ikn mas,Positif,rantau ikn mas
@sociotalker Ak pikir rekaman podcast ngobrol tentang IKN? Hehe,Negatif,pikir rekam podcast ngobrol ikn hehe
@RajaJuliAntoni IKN nya loyo..dulu si jokowi bilang bulan anu ssmua pindah..tp smpai saat sekarang apa yg dia omongkan tidak terbukti satupun juga,Negatif,ikn nya loyo jokowi bilang ssmua pindah smpai omong bukti
@kumparan batalkan !!! dari awal itu mmng bermasalah dah sprt hangat2 nya dulu IKN skrg adem aja proyek itu..,Negatif,batal mmng sprt hangat nya ikn adem proyek
Sebelum 20 Oktober Jokowi hampir setiap saat ke IKN propaganda ttg IKN masif bener Setelah 1 bln lebih dari 20 Oktober Jangankan presiden anaknya sekali pun gak pernah kesana lagi Otw mangkarak nie keknya!,Negatif,oktober jokowi ikn propaganda ikn masif bener bln oktober presiden anak kesana otw mangkarak nie kek
